village_id,ndvi_2019,ndvi_2024,ndvi_delta,ndvi_delta_abs
VIL059086,0.4724,0.4287,-0.0436,0.0436
VIL059087,0.3028,0.3803,0.0775,0.0775
VIL059088,0.579,0.5609,-0.0181,0.0181
VIL059089,0.4038,0.4298,0.026,0.026
VIL059090,0.4533,0.5302,0.0769,0.0769
VIL059091,0.3692,0.4592,0.09,0.09
VIL059092,0.253,0.2233,-0.0297,0.0297
VIL059093,0.4043,0.557,0.1527,0.1527
VIL059094,0.2378,0.3517,0.1138,0.1138
VIL059095,0.2962,0.3751,0.0789,0.0789
VIL059096,0.6322,0.7476,0.1154,0.1154
VIL059097,0.3295,0.2289,-0.1007,0.1007
VIL059098,0.4454,0.5275,0.0821,0.0821
VIL059099,0.3051,0.3188,0.0136,0.0136
VIL059100,0.3622,0.5216,0.1594,0.1594
VIL059101,0.3523,0.4569,0.1046,0.1046
VIL059102,0.6565,0.6347,-0.0218,0.0218
VIL059103,0.3974,0.4392,0.0418,0.0418
VIL059104,0.297,0.2782,-0.0188,0.0188
VIL059105,0.5489,0.5351,-0.0138,0.0138
VIL059106,0.2398,0.2433,0.0034,0.0034
VIL059107,0.4158,0.4637,0.0478,0.0478
VIL059108,0.449,0.5505,0.1015,0.1015
VIL059109,0.5662,0.6388,0.0727,0.0727
VIL059110,0.2681,0.3331,0.0649,0.0649
VIL059111,0.3056,0.3064,0.0008,0.0008
VIL059112,0.6058,0.4802,-0.1256,0.1256
VIL059113,0.3257,0.3489,0.0232,0.0232
VIL059114,0.2104,0.396,0.1856,0.1856
VIL059115,0.3371,0.3096,-0.0275,0.0275
VIL059116,0.4765,0.4203,-0.0562,0.0562
VIL059117,0.5663,0.5729,0.0066,0.0066
VIL059118,0.2167,0.2391,0.0223,0.0223
VIL059119,0.734,0.8649,0.1308,0.1308
VIL059120,0.7423,0.7639,0.0216,0.0216
VIL059121,0.228,0.2536,0.0256,0.0256
VIL059122,0.5273,0.5067,-0.0206,0.0206
VIL059123,0.4515,0.5837,0.1322,0.1322
VIL059124,0.2787,0.2755,-0.0032,0.0032
VIL059125,0.3292,0.3232,-0.0059,0.0059
VIL059126,0.6675,0.6905,0.023,0.023
VIL059127,0.385,0.4411,0.0561,0.0561
VIL059128,0.5597,0.5659,0.0062,0.0062
VIL059129,0.3801,0.329,-0.0511,0.0511
VIL059130,0.3332,0.4554,0.1222,0.1222
VIL059131,0.6469,0.6336,-0.0133,0.0133
VIL059132,0.6672,0.5963,-0.0709,0.0709
VIL059133,0.4409,0.4125,-0.0284,0.0284
VIL059134,0.603,0.7507,0.1477,0.1477
VIL059135,0.4161,0.198,-0.2181,0.2181
VIL059136,0.4701,0.5177,0.0477,0.0477
VIL059137,0.4013,0.4291,0.0278,0.0278
VIL059138,0.2264,0.2218,-0.0046,0.0046
VIL059139,0.2374,0.225,-0.0124,0.0124
VIL059140,0.3108,0.4687,0.1579,0.1579
VIL059141,0.3006,0.4337,0.1332,0.1332
VIL059142,0.3042,0.3125,0.0084,0.0084
VIL059143,0.7186,0.6982,-0.0205,0.0205
VIL059144,0.3666,0.3885,0.0219,0.0219
VIL059145,0.5968,0.5894,-0.0075,0.0075
VIL059146,0.2432,0.1515,-0.0918,0.0918
VIL059147,0.3131,0.2899,-0.0231,0.0231
VIL059148,0.3357,0.3568,0.0211,0.0211
VIL059149,0.6075,0.5531,-0.0544,0.0544
VIL059150,0.7465,0.7155,-0.031,0.031
VIL059151,0.4517,0.4396,-0.0122,0.0122
VIL059152,0.3026,0.2352,-0.0674,0.0674
VIL059153,0.337,0.3937,0.0567,0.0567
VIL059154,0.6191,0.571,-0.0481,0.0481
VIL059155,0.7058,0.7739,0.0681,0.0681
VIL059156,0.3292,0.349,0.0198,0.0198
VIL059157,0.4326,0.2935,-0.1391,0.1391
VIL059158,0.4505,0.5243,0.0738,0.0738
VIL059159,0.451,0.3975,-0.0535,0.0535
VIL059160,0.2561,0.1802,-0.0759,0.0759
VIL059161,0.4958,0.5891,0.0933,0.0933
VIL059162,0.6156,0.7004,0.0847,0.0847
VIL059163,0.3762,0.3388,-0.0375,0.0375
VIL059164,0.4257,0.5117,0.086,0.086
VIL059165,0.4248,0.407,-0.0178,0.0178
VIL059166,0.7473,0.8272,0.0799,0.0799
VIL059167,0.6627,0.7739,0.1112,0.1112
VIL059168,0.6037,0.6532,0.0495,0.0495
VIL059169,0.5048,0.509,0.0042,0.0042
VIL059170,0.4493,0.4261,-0.0232,0.0232
VIL059171,0.3256,0.3352,0.0097,0.0097
VIL059172,0.6382,0.6806,0.0424,0.0424
VIL059173,0.5776,0.5689,-0.0088,0.0088
VIL059174,0.4792,0.4524,-0.0268,0.0268
VIL059175,0.4891,0.6225,0.1335,0.1335
VIL059176,0.2229,0.3591,0.1362,0.1362
VIL059177,0.2497,0.3458,0.0962,0.0962
VIL059178,0.5266,0.5182,-0.0084,0.0084
VIL059179,0.2624,0.2634,0.001,0.001
VIL059180,0.2463,0.2248,-0.0215,0.0215
VIL059181,0.4736,0.5418,0.0682,0.0682
VIL059182,0.2453,0.2771,0.0317,0.0317
VIL059183,0.5077,0.5144,0.0067,0.0067
VIL059184,0.5185,0.453,-0.0655,0.0655
VIL059185,0.6894,0.6839,-0.0055,0.0055
VIL059186,0.2218,0.4263,0.2045,0.2045
VIL059187,0.5559,0.4846,-0.0714,0.0714
VIL059188,0.737,0.7341,-0.0029,0.0029
VIL059189,0.6617,0.6789,0.0172,0.0172
VIL059190,0.6254,0.5388,-0.0866,0.0866
VIL059191,0.3341,0.2772,-0.0569,0.0569
VIL059192,0.2617,0.2317,-0.0299,0.0299
VIL059193,0.3433,0.3512,0.0079,0.0079
VIL059194,0.2768,0.2987,0.0219,0.0219
VIL059195,0.5841,0.3847,-0.1994,0.1994
VIL059196,0.5238,0.584,0.0602,0.0602
VIL059197,0.7007,0.5911,-0.1096,0.1096
VIL059198,0.2798,0.1851,-0.0947,0.0947
VIL059199,0.5638,0.5295,-0.0343,0.0343
VIL059200,0.7138,0.7027,-0.0111,0.0111
VIL059201,0.3424,0.4068,0.0644,0.0644
VIL059202,0.6301,0.5253,-0.1049,0.1049
VIL059203,0.5217,0.6323,0.1105,0.1105
VIL059204,0.4609,0.3163,-0.1446,0.1446
VIL059205,0.5178,0.5453,0.0275,0.0275
VIL059206,0.3414,0.4441,0.1027,0.1027
VIL059207,0.6446,0.6944,0.0499,0.0499
VIL059208,0.4237,0.5026,0.0789,0.0789
VIL059209,0.2089,0.2382,0.0292,0.0292
VIL059210,0.2077,0.2052,-0.0025,0.0025
VIL059211,0.5852,0.6228,0.0376,0.0376
VIL059212,0.2808,0.1565,-0.1243,0.1243
VIL059213,0.6997,0.8872,0.1875,0.1875
VIL059214,0.2957,0.219,-0.0767,0.0767
VIL059215,0.6268,0.6881,0.0613,0.0613
VIL059216,0.5302,0.4402,-0.09,0.09
VIL059217,0.5502,0.5056,-0.0446,0.0446
VIL059218,0.2546,0.401,0.1463,0.1463
VIL059219,0.5923,0.6751,0.0828,0.0828
VIL059220,0.4371,0.5516,0.1145,0.1145
VIL059221,0.5652,0.5091,-0.0562,0.0562
VIL059222,0.7444,0.7576,0.0132,0.0132
VIL059223,0.2089,0.2656,0.0567,0.0567
VIL059224,0.2395,0.2211,-0.0184,0.0184
VIL059225,0.6092,0.6125,0.0033,0.0033
VIL059226,0.7259,0.8013,0.0755,0.0755
VIL059227,0.2801,0.2421,-0.038,0.038
VIL059228,0.5714,0.704,0.1326,0.1326
VIL059229,0.5885,0.5825,-0.006,0.006
VIL059230,0.6346,0.6424,0.0078,0.0078
VIL059231,0.6964,0.8114,0.115,0.115
VIL059232,0.3813,0.4771,0.0958,0.0958
VIL059233,0.2039,0.2517,0.0478,0.0478
VIL059234,0.4096,0.3012,-0.1084,0.1084
VIL059235,0.4839,0.524,0.0401,0.0401
VIL059236,0.4833,0.5152,0.0319,0.0319
VIL059237,0.7323,0.8166,0.0842,0.0842
VIL059238,0.4869,0.5761,0.0892,0.0892
VIL059239,0.4251,0.4482,0.0231,0.0231
VIL059240,0.4521,0.4761,0.024,0.024
VIL059241,0.5417,0.4698,-0.0719,0.0719
VIL059242,0.7118,0.6579,-0.0539,0.0539
VIL059243,0.6655,0.726,0.0604,0.0604
VIL059244,0.6033,0.6379,0.0346,0.0346
VIL059245,0.3168,0.2594,-0.0574,0.0574
VIL059246,0.2029,0.2156,0.0127,0.0127
VIL059247,0.4605,0.4134,-0.0471,0.0471
VIL059248,0.3409,0.3642,0.0234,0.0234
VIL059249,0.5945,0.5136,-0.0809,0.0809
VIL059250,0.2867,0.3592,0.0725,0.0725
VIL059251,0.2607,0.2079,-0.0528,0.0528
VIL059252,0.4695,0.5956,0.1261,0.1261
VIL059253,0.2292,0.0526,-0.1767,0.1767
VIL059254,0.737,0.7409,0.0039,0.0039
VIL059255,0.4176,0.6385,0.2209,0.2209
VIL059256,0.6461,0.5665,-0.0796,0.0796
VIL059257,0.3145,0.3095,-0.005,0.005
VIL059258,0.6938,0.6638,-0.03,0.03
VIL059259,0.2626,0.2343,-0.0282,0.0282
VIL059260,0.6221,0.7058,0.0837,0.0837
VIL059261,0.6739,0.7616,0.0878,0.0878
VIL059262,0.4833,0.4509,-0.0323,0.0323
VIL059263,0.4354,0.4485,0.013,0.013
VIL059264,0.4017,0.3507,-0.051,0.051
VIL059265,0.4485,0.4535,0.005,0.005
VIL059266,0.5126,0.5611,0.0485,0.0485
VIL059267,0.6561,0.7828,0.1267,0.1267
VIL059268,0.3407,0.3487,0.008,0.008
VIL059269,0.6573,0.754,0.0967,0.0967
VIL059270,0.596,0.6975,0.1015,0.1015
VIL059271,0.3615,0.4137,0.0522,0.0522
VIL059272,0.3578,0.32,-0.0378,0.0378
VIL059273,0.7125,0.8449,0.1324,0.1324
VIL059274,0.2022,0.2089,0.0066,0.0066
VIL059275,0.5563,0.5532,-0.0031,0.0031
VIL059276,0.3878,0.5311,0.1433,0.1433
VIL059277,0.3199,0.282,-0.0379,0.0379
VIL059278,0.3832,0.3823,-0.0008,0.0008
VIL059279,0.4181,0.4382,0.0201,0.0201
VIL059280,0.5158,0.5552,0.0394,0.0394
VIL059281,0.4912,0.4924,0.0012,0.0012
VIL059282,0.4436,0.5418,0.0982,0.0982
VIL059283,0.5031,0.5519,0.0488,0.0488
VIL059284,0.2362,0.3738,0.1376,0.1376
VIL059285,0.3553,0.3419,-0.0133,0.0133
VIL059286,0.3112,0.446,0.1347,0.1347
VIL059287,0.6448,0.687,0.0422,0.0422
VIL059288,0.5874,0.6058,0.0184,0.0184
VIL059289,0.3544,0.3759,0.0215,0.0215
VIL059290,0.5229,0.507,-0.016,0.016
VIL059291,0.6609,0.6333,-0.0277,0.0277
VIL059292,0.2762,0.121,-0.1553,0.1553
VIL059293,0.6866,0.5875,-0.0991,0.0991
VIL059294,0.4634,0.4035,-0.06,0.06
VIL059295,0.4363,0.4873,0.0511,0.0511
VIL059296,0.5447,0.449,-0.0957,0.0957
VIL059297,0.7213,0.7222,0.0009,0.0009
VIL059298,0.6199,0.6802,0.0603,0.0603
VIL059299,0.2823,0.3341,0.0517,0.0517
VIL059300,0.3141,0.3749,0.0608,0.0608
VIL059301,0.6094,0.6198,0.0104,0.0104
VIL059302,0.6107,0.7806,0.1698,0.1698
VIL059303,0.3788,0.4769,0.0981,0.0981
VIL059304,0.6703,0.6536,-0.0167,0.0167
VIL059305,0.3979,0.5055,0.1076,0.1076
VIL059306,0.5165,0.4946,-0.0219,0.0219
VIL059307,0.6579,0.674,0.0161,0.0161
VIL059308,0.247,0.1866,-0.0604,0.0604
VIL059309,0.6289,0.6128,-0.0161,0.0161
VIL059310,0.5289,0.5487,0.0198,0.0198
VIL059311,0.6068,0.6706,0.0638,0.0638
VIL059312,0.4036,0.529,0.1254,0.1254
VIL059313,0.7126,0.845,0.1324,0.1324
VIL059314,0.3318,0.3618,0.03,0.03
VIL059315,0.5748,0.5817,0.0069,0.0069
VIL059316,0.3414,0.4338,0.0924,0.0924
VIL059317,0.2285,0.2456,0.0171,0.0171
VIL059318,0.4923,0.434,-0.0583,0.0583
VIL059319,0.254,0.0356,-0.2184,0.2184
VIL059320,0.5692,0.5028,-0.0663,0.0663
VIL059321,0.6134,0.6444,0.0311,0.0311
VIL059322,0.4098,0.389,-0.0209,0.0209
VIL059323,0.2355,0.2636,0.0281,0.0281
VIL059324,0.5296,0.6548,0.1252,0.1252
VIL059325,0.3984,0.4365,0.038,0.038
VIL059326,0.3039,0.3402,0.0363,0.0363
VIL059327,0.7045,0.7652,0.0606,0.0606
VIL059328,0.6505,0.6328,-0.0177,0.0177
VIL059329,0.6298,0.5924,-0.0374,0.0374
VIL059330,0.7329,0.6754,-0.0576,0.0576
VIL059331,0.6369,0.5582,-0.0787,0.0787
VIL059332,0.6973,0.7521,0.0548,0.0548
VIL059333,0.7197,0.7089,-0.0108,0.0108
VIL059334,0.3853,0.244,-0.1413,0.1413
VIL059335,0.6645,0.6932,0.0287,0.0287
VIL059336,0.2494,0.14,-0.1094,0.1094
VIL059337,0.6323,0.6743,0.042,0.042
VIL059338,0.5052,0.4933,-0.0118,0.0118
VIL059339,0.534,0.4356,-0.0984,0.0984
VIL059340,0.2667,0.2223,-0.0444,0.0444
VIL059341,0.2124,0.263,0.0506,0.0506
VIL059342,0.5232,0.57,0.0469,0.0469
VIL059343,0.6948,0.7455,0.0507,0.0507
VIL059344,0.7388,0.8096,0.0707,0.0707
VIL059345,0.3483,0.3751,0.0267,0.0267
VIL059346,0.2097,0.1874,-0.0223,0.0223
VIL059347,0.6293,0.7554,0.1261,0.1261
VIL059348,0.4984,0.5885,0.0901,0.0901
VIL059349,0.6842,0.7433,0.0591,0.0591
VIL059350,0.4208,0.3871,-0.0337,0.0337
VIL059351,0.6052,0.5831,-0.0222,0.0222
VIL059352,0.3731,0.4289,0.0558,0.0558
VIL059353,0.649,0.5746,-0.0744,0.0744
VIL059354,0.3142,0.4138,0.0997,0.0997
VIL059355,0.3184,0.368,0.0495,0.0495
VIL059356,0.5491,0.5191,-0.0301,0.0301
VIL059357,0.3228,0.3623,0.0396,0.0396
VIL059358,0.2401,0.2914,0.0513,0.0513
VIL059359,0.3383,0.3732,0.0349,0.0349
VIL059360,0.4523,0.6841,0.2319,0.2319
VIL059361,0.4601,0.3875,-0.0726,0.0726
VIL059362,0.3087,0.1924,-0.1163,0.1163
VIL059363,0.4314,0.392,-0.0394,0.0394
VIL059364,0.6642,0.6937,0.0296,0.0296
VIL059365,0.6849,0.726,0.0411,0.0411
VIL059366,0.4257,0.4519,0.0262,0.0262
VIL059367,0.4305,0.5522,0.1217,0.1217
VIL059368,0.5146,0.6087,0.0941,0.0941
VIL059369,0.6233,0.6323,0.009,0.009
VIL059370,0.6919,0.9,0.2081,0.2081
VIL059371,0.2718,0.3247,0.0529,0.0529
VIL059372,0.2768,0.1784,-0.0984,0.0984
VIL059373,0.6094,0.5503,-0.059,0.059
VIL059374,0.7188,0.7755,0.0567,0.0567
VIL059375,0.279,0.3335,0.0545,0.0545
VIL059376,0.4258,0.612,0.1862,0.1862
VIL059377,0.4385,0.4625,0.024,0.024
VIL059378,0.5741,0.6111,0.037,0.037
VIL059379,0.5451,0.4429,-0.1023,0.1023
VIL059380,0.3993,0.4431,0.0438,0.0438
VIL059381,0.6928,0.6326,-0.0601,0.0601
VIL059382,0.3991,0.4069,0.0078,0.0078
VIL059383,0.3947,0.2981,-0.0966,0.0966
VIL059384,0.7457,0.7206,-0.0251,0.0251
VIL059385,0.2424,0.2153,-0.0271,0.0271
VIL059386,0.7047,0.7773,0.0726,0.0726
VIL059387,0.2365,0.2694,0.0329,0.0329
VIL059388,0.7038,0.6314,-0.0723,0.0723
VIL059389,0.3549,0.3698,0.0149,0.0149
VIL059390,0.6609,0.7497,0.0888,0.0888
VIL059391,0.2289,0.2935,0.0647,0.0647
VIL059392,0.7432,0.7345,-0.0087,0.0087
VIL059393,0.5209,0.5186,-0.0022,0.0022
VIL059394,0.6385,0.7444,0.1059,0.1059
VIL059395,0.7126,0.8055,0.0929,0.0929
VIL059396,0.4793,0.478,-0.0013,0.0013
VIL059397,0.3674,0.2287,-0.1387,0.1387
VIL059398,0.3792,0.3578,-0.0215,0.0215
VIL059399,0.3147,0.1729,-0.1419,0.1419
VIL059400,0.4907,0.4331,-0.0576,0.0576
VIL059401,0.4024,0.4494,0.047,0.047
VIL059402,0.6173,0.6582,0.0409,0.0409
VIL059403,0.7365,0.7493,0.0128,0.0128
VIL059404,0.291,0.2179,-0.0731,0.0731
VIL059405,0.494,0.5056,0.0116,0.0116
VIL059406,0.5195,0.6422,0.1227,0.1227
VIL059407,0.4673,0.4958,0.0285,0.0285
VIL059408,0.2496,0.2141,-0.0354,0.0354
VIL059409,0.5469,0.7148,0.1678,0.1678
VIL059410,0.3278,0.5272,0.1994,0.1994
VIL059411,0.4507,0.3372,-0.1135,0.1135
VIL059412,0.3875,0.297,-0.0904,0.0904
VIL059413,0.7487,0.6869,-0.0619,0.0619
VIL059414,0.2195,0.3418,0.1223,0.1223
VIL059415,0.3036,0.344,0.0405,0.0405
VIL059416,0.4802,0.4295,-0.0507,0.0507
VIL059417,0.2462,0.3196,0.0733,0.0733
VIL059418,0.5344,0.469,-0.0654,0.0654
VIL059419,0.3741,0.4583,0.0842,0.0842
VIL059420,0.4473,0.4545,0.0073,0.0073
VIL059421,0.701,0.7947,0.0937,0.0937
VIL059422,0.3437,0.3564,0.0127,0.0127
VIL059423,0.5786,0.5971,0.0186,0.0186
VIL059424,0.7123,0.8613,0.149,0.149
VIL059425,0.7459,0.7066,-0.0393,0.0393
VIL059426,0.5836,0.5559,-0.0277,0.0277
VIL059427,0.7396,0.687,-0.0527,0.0527
VIL059428,0.653,0.714,0.061,0.061
VIL059429,0.4418,0.4018,-0.04,0.04
VIL059430,0.3546,0.3873,0.0327,0.0327
VIL059431,0.2203,0.3377,0.1175,0.1175
VIL059432,0.5751,0.581,0.0058,0.0058
VIL059433,0.3222,0.454,0.1318,0.1318
VIL059434,0.4124,0.4229,0.0104,0.0104
VIL059435,0.4886,0.5351,0.0465,0.0465
VIL059436,0.4661,0.4995,0.0334,0.0334
VIL059437,0.6572,0.6026,-0.0546,0.0546
VIL059438,0.5716,0.4916,-0.08,0.08
VIL059439,0.2168,0.3792,0.1625,0.1625
VIL059440,0.7115,0.7303,0.0188,0.0188
VIL059441,0.3511,0.3852,0.0341,0.0341
VIL059442,0.4063,0.5318,0.1255,0.1255
VIL059443,0.2692,0.3827,0.1135,0.1135
VIL059444,0.6887,0.7814,0.0927,0.0927
VIL059445,0.7032,0.6229,-0.0804,0.0804
VIL059446,0.2845,0.3819,0.0974,0.0974
VIL059447,0.3211,0.2821,-0.0389,0.0389
VIL059448,0.3103,0.3398,0.0295,0.0295
VIL059449,0.2839,0.3031,0.0192,0.0192
VIL059450,0.283,0.3407,0.0577,0.0577
VIL059451,0.5011,0.5634,0.0623,0.0623
VIL059452,0.6529,0.7687,0.1159,0.1159
VIL059453,0.3494,0.3374,-0.012,0.012
VIL059454,0.5647,0.5666,0.002,0.002
VIL059455,0.514,0.5953,0.0814,0.0814
VIL059456,0.6855,0.5906,-0.0949,0.0949
VIL059457,0.3517,0.4362,0.0845,0.0845
VIL059458,0.5773,0.7247,0.1474,0.1474
VIL059459,0.7208,0.7133,-0.0075,0.0075
VIL059460,0.6318,0.6214,-0.0104,0.0104
VIL059461,0.2348,0.2431,0.0083,0.0083
VIL059462,0.2769,0.2438,-0.0331,0.0331
VIL059463,0.2345,0.3359,0.1014,0.1014
VIL059464,0.707,0.7399,0.0328,0.0328
VIL059465,0.3891,0.4082,0.0192,0.0192
VIL059466,0.3669,0.3664,-0.0005,0.0005
VIL059467,0.3014,0.471,0.1696,0.1696
VIL059468,0.4201,0.4071,-0.013,0.013
VIL059469,0.618,0.7824,0.1644,0.1644
VIL059470,0.7306,0.6114,-0.1192,0.1192
VIL059471,0.6714,0.6413,-0.03,0.03
VIL059472,0.2541,0.3482,0.094,0.094
VIL059473,0.3986,0.3637,-0.0349,0.0349
VIL059474,0.4282,0.5999,0.1716,0.1716
VIL059475,0.7306,0.7501,0.0195,0.0195
VIL059476,0.469,0.5389,0.07,0.07
VIL059477,0.4082,0.5729,0.1648,0.1648
VIL059478,0.4551,0.5389,0.0838,0.0838
VIL059479,0.5323,0.605,0.0727,0.0727
VIL059480,0.5481,0.4946,-0.0535,0.0535
VIL059481,0.6265,0.8753,0.2488,0.2488
VIL059482,0.6241,0.633,0.0089,0.0089
VIL059483,0.2225,0.2344,0.0119,0.0119
VIL059484,0.5988,0.6464,0.0475,0.0475
VIL059485,0.3839,0.3185,-0.0654,0.0654
VIL059486,0.2551,0.2901,0.035,0.035
VIL059487,0.2432,0.2815,0.0383,0.0383
VIL059488,0.4737,0.5118,0.0381,0.0381
VIL059489,0.4165,0.4304,0.0139,0.0139
VIL059490,0.3704,0.4666,0.0962,0.0962
VIL059491,0.248,0.3212,0.0732,0.0732
VIL059492,0.3828,0.3866,0.0038,0.0038
VIL059493,0.4074,0.5331,0.1257,0.1257
VIL059494,0.3826,0.4744,0.0917,0.0917
VIL059495,0.5956,0.7247,0.1291,0.1291
VIL059496,0.2569,0.2352,-0.0217,0.0217
VIL059497,0.3018,0.3486,0.0468,0.0468
VIL059498,0.3022,0.2394,-0.0628,0.0628
VIL059499,0.7318,0.7671,0.0352,0.0352
VIL059500,0.5896,0.491,-0.0986,0.0986
VIL059501,0.4398,0.5104,0.0706,0.0706
VIL059502,0.6453,0.7501,0.1048,0.1048
VIL059503,0.746,0.7604,0.0143,0.0143
VIL059504,0.5057,0.534,0.0283,0.0283
VIL059505,0.6341,0.6517,0.0176,0.0176
VIL059506,0.6756,0.7116,0.036,0.036
VIL059507,0.5137,0.598,0.0843,0.0843
VIL059508,0.6717,0.7258,0.0541,0.0541
VIL059509,0.7427,0.7687,0.0259,0.0259
VIL059510,0.6502,0.5262,-0.124,0.124
VIL059511,0.4558,0.4829,0.0271,0.0271
VIL059512,0.4955,0.5556,0.0601,0.0601
VIL059513,0.5004,0.5813,0.081,0.081
VIL059514,0.3078,0.4404,0.1326,0.1326
VIL059515,0.5197,0.6187,0.099,0.099
VIL059516,0.4243,0.3744,-0.0499,0.0499
VIL059517,0.3391,0.2559,-0.0832,0.0832
VIL059518,0.6524,0.6929,0.0405,0.0405
VIL059519,0.2901,0.3066,0.0165,0.0165
VIL059520,0.4441,0.5572,0.1131,0.1131
VIL059521,0.4296,0.3672,-0.0624,0.0624
VIL059522,0.5292,0.5475,0.0184,0.0184
VIL059523,0.5264,0.5586,0.0322,0.0322
VIL059524,0.4937,0.4397,-0.054,0.054
VIL059525,0.6684,0.5695,-0.0989,0.0989
VIL059526,0.7074,0.7811,0.0737,0.0737
VIL059527,0.404,0.4256,0.0216,0.0216
VIL059528,0.6572,0.6529,-0.0043,0.0043
VIL059529,0.4735,0.6149,0.1414,0.1414
VIL059530,0.2406,0.2626,0.0219,0.0219
VIL059531,0.7243,0.7248,0.0005,0.0005
VIL059532,0.3627,0.4441,0.0814,0.0814
VIL059533,0.2279,0.2724,0.0445,0.0445
VIL059534,0.6153,0.4812,-0.1341,0.1341
VIL059535,0.4037,0.4212,0.0175,0.0175
VIL059536,0.3542,0.4085,0.0543,0.0543
VIL059537,0.447,0.5966,0.1496,0.1496
VIL059538,0.6375,0.6234,-0.0141,0.0141
VIL059539,0.6596,0.7912,0.1316,0.1316
VIL059540,0.4893,0.4866,-0.0027,0.0027
VIL059541,0.2663,0.2546,-0.0118,0.0118
VIL059542,0.7246,0.6743,-0.0503,0.0503
VIL059543,0.6635,0.7607,0.0972,0.0972
VIL059544,0.6147,0.5704,-0.0443,0.0443
VIL059545,0.4467,0.5107,0.0641,0.0641
VIL059546,0.2723,0.3454,0.073,0.073
VIL059547,0.2697,0.2826,0.0129,0.0129
VIL059548,0.6906,0.7161,0.0254,0.0254
VIL059549,0.2658,0.2489,-0.0169,0.0169
VIL059550,0.456,0.3829,-0.0731,0.0731
VIL059551,0.7162,0.6067,-0.1096,0.1096
VIL059552,0.6082,0.6226,0.0144,0.0144
VIL059553,0.3774,0.4511,0.0737,0.0737
VIL059554,0.3776,0.4146,0.037,0.037
VIL059555,0.4019,0.4307,0.0288,0.0288
VIL059556,0.7488,0.7815,0.0327,0.0327
VIL059557,0.7102,0.7738,0.0637,0.0637
VIL059558,0.3004,0.3433,0.0429,0.0429
VIL059559,0.4603,0.4835,0.0231,0.0231
VIL059560,0.6071,0.5883,-0.0189,0.0189
VIL059561,0.2547,0.4284,0.1737,0.1737
VIL059562,0.4505,0.4318,-0.0187,0.0187
VIL059563,0.2756,0.1981,-0.0775,0.0775
VIL059564,0.206,0.2499,0.0439,0.0439
VIL059565,0.2649,0.3393,0.0744,0.0744
VIL059566,0.6011,0.5989,-0.0022,0.0022
VIL059567,0.325,0.4501,0.1251,0.1251
VIL059568,0.4184,0.4903,0.0719,0.0719
VIL059569,0.5358,0.6343,0.0985,0.0985
VIL059570,0.5028,0.5715,0.0687,0.0687
VIL059571,0.2799,0.3057,0.0257,0.0257
VIL059572,0.4074,0.3695,-0.0379,0.0379
VIL059573,0.4029,0.4779,0.075,0.075
VIL059574,0.6474,0.6023,-0.0451,0.0451
VIL059575,0.3326,0.4111,0.0785,0.0785
VIL059576,0.2269,0.3626,0.1357,0.1357
VIL059577,0.2258,0.0365,-0.1893,0.1893
VIL059578,0.63,0.6515,0.0214,0.0214
VIL059579,0.6347,0.6537,0.0189,0.0189
VIL059580,0.7259,0.9,0.1741,0.1741
VIL059581,0.3949,0.4262,0.0313,0.0313
VIL059582,0.6278,0.6039,-0.0239,0.0239
VIL059583,0.3366,0.3302,-0.0064,0.0064
VIL059584,0.6755,0.6102,-0.0653,0.0653
VIL059585,0.2823,0.3794,0.0971,0.0971
VIL059586,0.6311,0.6576,0.0265,0.0265
VIL059587,0.7058,0.7283,0.0226,0.0226
VIL059588,0.7154,0.833,0.1176,0.1176
VIL059589,0.3444,0.3158,-0.0286,0.0286
VIL059590,0.583,0.6276,0.0446,0.0446
VIL059591,0.311,0.2241,-0.0868,0.0868
VIL059592,0.5793,0.6961,0.1168,0.1168
VIL059593,0.476,0.5206,0.0446,0.0446
VIL059594,0.4704,0.5047,0.0343,0.0343
VIL059595,0.719,0.7361,0.017,0.017
VIL059596,0.2807,0.3536,0.073,0.073
VIL059597,0.5824,0.6839,0.1015,0.1015
VIL059598,0.4649,0.4884,0.0236,0.0236
VIL059599,0.3218,0.3303,0.0085,0.0085
VIL059600,0.3915,0.3163,-0.0752,0.0752
VIL059601,0.5188,0.5712,0.0523,0.0523
VIL059602,0.6425,0.6149,-0.0275,0.0275
VIL059603,0.4016,0.5001,0.0985,0.0985
VIL059604,0.3,0.2292,-0.0708,0.0708
VIL059605,0.246,0.3746,0.1286,0.1286
VIL059606,0.2547,0.2269,-0.0279,0.0279
VIL059607,0.3357,0.2726,-0.0631,0.0631
VIL059608,0.2506,0.2093,-0.0413,0.0413
VIL059609,0.3875,0.309,-0.0786,0.0786
VIL059610,0.3556,0.3287,-0.027,0.027
VIL059611,0.2054,0.1591,-0.0463,0.0463
VIL059612,0.2673,0.2487,-0.0186,0.0186
VIL059613,0.6957,0.7651,0.0693,0.0693
VIL059614,0.6645,0.6871,0.0226,0.0226
VIL059615,0.5991,0.6712,0.0721,0.0721
VIL059616,0.3384,0.4755,0.1371,0.1371
VIL059617,0.3508,0.4626,0.1119,0.1119
VIL059618,0.3048,0.2859,-0.0189,0.0189
VIL059619,0.4404,0.4766,0.0362,0.0362
VIL059620,0.4082,0.3432,-0.065,0.065
VIL059621,0.3867,0.3485,-0.0381,0.0381
